sound.files,selec.file,channel,selec,start,end,Year,Country,Region,site,full_site_nm,Latitude,Longitude,Individual,OLDCall_Type_DONTUSE,Call_Type,site_year,Visual_Quality_Score,Cable_Overlaps,Overlapping_Signal,sampling_rate,bit,bottom.freq,top.freq,wavdur
2016_06_03_AM_TIVI_AT_B2_C6.wav,NA,1,1,0.396983722,0.946411613,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B2,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.549427891
2016_06_03_AM_TIVI_AT_B2_C8.wav,NA,1,1,0.2651927,0.594361268,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B2,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.329168568
2016_06_03_AM_TIVI_AT_B2_C9.wav,NA,1,1,0.360008405,0.730611747,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B2,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.370603342
2016_06_03_AM_TIVI_AT_B8_C10.wav,NA,1,1,0.163039877,0.481137785,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B8,South Duck,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.318097908
2016_06_03_AM_TIVI_AT_B8_C11.wav,NA,1,1,0.002981851,0.19992617,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B8,South Duck,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.196944319
2016_06_03_AM_TIVI_AT_B8_C12.wav,NA,1,1,0.003025508,0.238711113,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B8,South Duck,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.235685605
2016_06_03_AM_TIVI_AT_B8_C3.wav,NA,1,1,0.078773938,0.400165918,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B8,South Duck,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.32139198
2016_06_03_AM_TIVI_AT_B8_C5.wav,NA,1,1,0.164874297,0.380140285,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B8,South Duck,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.215265988
2016_06_03_AM_TIVI_AT_B8_C7.wav,NA,1,1,0.00350677,0.248934529,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B8,South Duck,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.245427759
2016_06_03_AM_TIVI_AT_B9_C10.wav,NA,1,1,0.007535574,0.564149959,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.556614385
2016_06_03_AM_TIVI_AT_B9_C11.wav,NA,1,1,0.003314794,0.471881009,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.468566215
2016_06_03_AM_TIVI_AT_B9_C12.wav,NA,1,1,0.145726097,0.637469244,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.491743147
2016_06_03_AM_TIVI_AT_B9_C2.wav,NA,1,1,0.257635415,0.850278561,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.592643146
2016_06_03_AM_TIVI_AT_B9_C3.wav,NA,1,1,0.048706224,0.509847101,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.461140877
2016_06_03_AM_TIVI_AT_B9_C4.wav,NA,1,1,0.04898328,0.557029021,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.51918003
2016_06_03_AM_TIVI_AT_B9_C5.wav,NA,1,1,0.001630693,0.470673108,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.469042415
2016_06_03_AM_TIVI_AT_B9_C6.wav,NA,1,1,0.028069212,0.524570828,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.496501616
2016_06_03_AM_TIVI_AT_B9_C7.wav,NA,1,1,0.012593968,0.449110755,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.436516787
2016_06_03_AM_TIVI_AT_B9_C8.wav,NA,1,1,0.109247575,0.578073501,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.468825926
2016_06_03_AM_TIVI_AT_B9_C9.wav,NA,1,1,0.042808077,0.523059792,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B9,South,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.480251715
2016_06_03_AM_TIVI_CD_B13_C11.wav,NA,1,1,0.027696049,0.265318258,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B13,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.237622209
2016_06_03_AM_TIVI_CD_B13_C12.wav,NA,1,1,0.001479588,0.267710767,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B13,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.266231179
2016_06_03_AM_TIVI_CD_B13_C6.wav,NA,1,1,0.096357574,0.360903798,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B13,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.264546224
2016_06_03_AM_TIVI_CD_B13_C7.wav,NA,1,1,0.034432642,0.300707245,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B13,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.266274603
2016_06_03_AM_TIVI_CD_B13_C8.wav,NA,1,1,0.020483645,0.294063246,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B13,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.273579601
2016_06_03_AM_TIVI_CD_B13_C9.wav,NA,1,1,0.049850427,0.26197107,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B13,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.212120643
2016_06_03_AM_TIVI_CD_B3_C10.wav,NA,1,1,0.007679377,0.300962626,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B3,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.293283249
2016_06_03_AM_TIVI_CD_B3_C11.wav,NA,1,1,0.15923304,0.345721618,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B3,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.186488578
2016_06_03_AM_TIVI_CD_B3_C4.wav,NA,1,1,0.07305649,0.284692215,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B3,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.211635725
2016_06_03_AM_TIVI_CD_B3_C5.wav,NA,1,1,0.053394724,0.273100514,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B3,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.21970579
2016_06_03_AM_TIVI_CD_B3_C7.wav,NA,1,1,0.121415409,0.345309119,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B3,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.22389371
2016_06_03_AM_TIVI_CD_B3_C8.wav,NA,1,1,0.089377925,0.333560609,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B3,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.244182684
2016_06_03_AM_TIVI_CD_B3_C9.wav,NA,1,1,0.031054331,0.329440353,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B3,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.298386022
2016_06_03_AM_TIVI_CD_B4_C3.wav,NA,1,1,0.033013103,0.233769595,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B4,Curu,South,TIVI-2016,M,N,NA,22050,16,0.5,2.5,0.200756492
2016_06_03_AM_TIVI_CD_B4_C4.wav,NA,1,1,0.0223254,0.214304301,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B4,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.191978901
2016_06_03_AM_TIVI_CD_B4_C5.wav,NA,1,1,0.034212956,0.28370556,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B4,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.249492604
2016_06_03_AM_TIVI_CD_B4_C8.wav,NA,1,1,0.006129126,0.268143397,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B4,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.262014271
2016_06_03_AM_TIVI_TW_B7_C10.wav,NA,1,1,0.039168619,0.316665693,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.277497074
2016_06_03_AM_TIVI_TW_B7_C2.wav,NA,1,1,0.022562327,0.283463227,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.2609009
2016_06_03_AM_TIVI_TW_B7_C4.wav,NA,1,1,0.070475958,0.316581053,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.246105095
2016_06_03_AM_TIVI_TW_B7_C5.wav,NA,1,1,0.032134224,0.323604411,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.291470187
2016_06_03_AM_TIVI_TW_B7_C6.wav,NA,1,1,0.054147212,0.333702243,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.279555031
2016_06_03_AM_TIVI_TW_B7_C7.wav,NA,1,1,0.121530045,0.39261898,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.271088935
2016_06_03_AM_TIVI_TW_B7_C8.wav,NA,1,1,0.138676338,0.428360362,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.289684024
2016_06_03_AM_TIVI_TW_B7_C9.wav,NA,1,1,0.100281447,0.390296655,2016,Costa_Rica,Southern,TIVI,Tivives,09 53 09.7,084 41 0.90,B7,Curu,South,TIVI-2016,H,N,N,22050,16,0.5,2.5,0.290015208
2016_06_04_AM_TAGU_MD_B2_C1.wav,NA,1,1,0.096852369,0.317224081,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.220371712
2016_06_04_AM_TAGU_MD_B2_C11.wav,NA,1,1,0.021191149,0.278694015,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.257502866
2016_06_04_AM_TAGU_MD_B2_C12.wav,NA,1,1,0.136680195,0.385873903,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.249193708
2016_06_04_AM_TAGU_MD_B2_C3.wav,NA,1,1,0.054541441,0.390343208,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.335801767
2016_06_04_AM_TAGU_MD_B2_C4.wav,NA,1,1,0.072349005,0.360529877,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.288180872
2016_06_04_AM_TAGU_MD_B2_C5.wav,NA,1,1,0.062921095,0.400445847,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.337524752
2016_06_04_AM_TAGU_MD_B2_C6.wav,NA,1,1,0.038202255,0.333885626,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.295683371
2016_06_04_AM_TAGU_MD_B2_C7.wav,NA,1,1,0.05279327,0.350393238,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.297599968
2016_06_04_AM_TAGU_MD_B2_C9.wav,NA,1,1,0.099239883,0.425399111,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B2,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.326159228
2016_06_04_PM_TAGU_CD_B4_C10.wav,NA,1,1,0.071231495,0.342407706,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.271176211
2016_06_04_PM_TAGU_CD_B4_C11.wav,NA,1,1,0.065770549,0.321773232,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.256002683
2016_06_04_PM_TAGU_CD_B4_C12.wav,NA,1,1,0.086834516,0.347907327,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.261072811
2016_06_04_PM_TAGU_CD_B4_C2.wav,NA,1,1,0.06854084,0.354084578,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.285543738
2016_06_04_PM_TAGU_CD_B4_C3.wav,NA,1,1,0.038708499,0.343481046,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.304772547
2016_06_04_PM_TAGU_CD_B4_C4.wav,NA,1,1,0.063274039,0.355577695,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.292303656
2016_06_04_PM_TAGU_CD_B4_C5.wav,NA,1,1,0.065566325,0.423598139,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,M,N,NA,22050,16,0.5,2.5,0.358031814
2016_06_04_PM_TAGU_CD_B4_C6.wav,NA,1,1,0.031797339,0.289294681,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.257497342
2016_06_04_PM_TAGU_CD_B4_C7.wav,NA,1,1,0.034594189,0.298322959,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.26372877
2016_06_04_PM_TAGU_CD_B4_C8.wav,NA,1,1,0.050346795,0.31473408,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.264387285
2016_06_04_PM_TAGU_CD_B4_C9.wav,NA,1,1,0.106382158,0.361341092,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B4,Curu,South,TAGU-2016,M,N,NA,22050,16,0.5,2.5,0.254958934
2016_06_04_PM_TAGU_MD_B6_C1.wav,NA,1,1,0.134004495,0.31290665,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,M,N,NA,22050,16,0.5,2.5,0.178902155
2016_06_04_PM_TAGU_MD_B6_C10.wav,NA,1,1,0.028652244,0.305048934,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.27639669
2016_06_04_PM_TAGU_MD_B6_C11.wav,NA,1,1,0.02835836,0.281125946,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.252767586
2016_06_04_PM_TAGU_MD_B6_C12.wav,NA,1,1,0.025060131,0.251498792,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.226438661
2016_06_04_PM_TAGU_MD_B6_C2.wav,NA,1,1,0.04238484,0.301842078,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.259457238
2016_06_04_PM_TAGU_MD_B6_C4.wav,NA,1,1,0.128843205,0.401281939,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,M,N,NA,22050,16,0.5,2.5,0.272438734
2016_06_04_PM_TAGU_MD_B6_C5.wav,NA,1,1,0.108828418,0.325506381,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.216677963
2016_06_04_PM_TAGU_MD_B6_C6.wav,NA,1,1,0.029932682,0.293020202,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.26308752
2016_06_04_PM_TAGU_MD_B6_C7.wav,NA,1,1,0.017323407,0.279440789,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.262117382
2016_06_04_PM_TAGU_MD_B6_C8.wav,NA,1,1,0.032426308,0.2926383,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.260211992
2016_06_04_PM_TAGU_MD_B6_C9.wav,NA,1,1,0.028578156,0.316070406,2016,Costa_Rica,Southern,TAGU,Tarcoles-Guacalillo,09 46 41.5,084 37 34.4,B6,Curu,South,TAGU-2016,H,N,N,22050,16,0.5,2.5,0.28749225
2016_06_06_PM_CORT_AT_B1_C11.wav,NA,1,1,0.066887117,0.354124191,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,M,N,Y,22050,16,0.5,2.5,0.287237074
2016_06_06_PM_CORT_AT_B1_C12.wav,NA,1,1,0.098989026,0.46637572,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,M,N,Y,22050,16,0.5,2.5,0.367386694
2016_06_06_PM_CORT_AT_B1_C2.wav,NA,1,1,0.068896831,0.384879237,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,H,N,N,22050,16,0.5,2.5,0.315982406
2016_06_06_PM_CORT_AT_B1_C3.wav,NA,1,1,0.093896445,0.434745952,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,M,N,NA,22050,16,0.5,2.5,0.340849507
2016_06_06_PM_CORT_AT_B1_C5.wav,NA,1,1,0.098511011,0.419192079,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,M,N,Y,22050,16,0.5,2.5,0.320681068
2016_06_06_PM_CORT_AT_B1_C6.wav,NA,1,1,0.081064682,0.388496417,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,M,N,NA,22050,16,0.5,2.5,0.307431735
2016_06_06_PM_CORT_AT_B1_C7.wav,NA,1,1,0.094302564,0.421111611,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,M,N,NA,22050,16,0.5,2.5,0.326809047
2016_06_06_PM_CORT_AT_B1_C8.wav,NA,1,1,0.085190955,0.408747744,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,H,N,Y,22050,16,0.5,2.5,0.323556789
2016_06_06_PM_CORT_AT_B1_C9.wav,NA,1,1,0.055153739,0.377272356,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B1,Short,North,CORT-2016,M,N,NA,22050,16,0.5,2.5,0.322118617
2016_06_06_PM_CORT_AT_B2_C1.wav,NA,1,1,0.001870245,0.312123212,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B2,Short,North,CORT-2016,H,N,N,22050,16,0.5,2.5,0.310252967
2016_06_06_PM_CORT_AT_B2_C10.wav,NA,1,1,0.080428814,0.4997025,2016,Costa_Rica,Southern,CORT,Taboga-Cortijo,10 21 0.96,085 07 56.7,B2,Long Duck,South,CORT-2016,H,N,Y,22050,16,0.5,2.5,0.419273686
